name,country,birth_date,discipline,age,gender,height_in_m,height_in_feet,birth_place,birth_country,residence_place,residence_country,event_name,event_rank,event_medal
AGHAYEV Rafael,Azerbaijan,4 Mar 1985,Karate,36,Male,NA,NA,SUMQAYIT,Azerbaijan,AZERBAIJAN,,Men's Kumite -75kg,2,Silver
AGIOMOR Ekerekeme,Nigeria,16 Dec 1994,Wrestling,26,Male,NA,NA,,,ASABA,Nigeria,Men's Freestyle 86kg,13,NA
AGIURGIUCULESE Alexandra,Italy,15 Jan 2001,Rhythmic Gymnastics,20,Female,1.68,5'6'',IASI,Romania,UDINE,Italy,Individual All-Around,,NA
AGRALI Yavuz,Turkey,9 Apr 1992,Athletics,29,Male,NA,NA,,,BINGOL,Turkey,Men's Marathon,52,NA
AGREBI Omar,Tunisia,26 Aug 1992,Volleyball,28,Male,2.05,6'8'',SFAX,Tunisia,,,Men,11,NA
AGRUSTI Andrea,Italy,30 Aug 1995,Athletics,25,Male,NA,NA,SASSARI,Italy,ROME,Italy,Men's 50km Race Walk,23,NA
AGUIAR Mayra,Brazil,3 Aug 1991,Judo,30,Female,NA,NA,PORTO ALEGRE,Brazil,,,Women -78 kg,3,Bronze
AGUIAR Mayra,Brazil,3 Aug 1991,Judo,30,Female,NA,NA,PORTO ALEGRE,Brazil,,,Mixed Team,7,NA
AGUILAR Ali,United States of America,28 Aug 1995,Baseball/Softball,25,Female,1.70,5'6'',"ROSEVILLE, CA",United States of America,,,Softball,2,Silver
AGUILAR Andres,Chile,7 Dec 1996,Archery,24,Male,NA,NA,,,,,Men's Individual,33,NA
AGUILAR Evelis Jazmin,Colombia,3 Jan 1993,Athletics,28,Female,NA,NA,CHIGORODO,Colombia,BOGOTA,Colombia,Women's Heptathlon,14,NA
AGUINAGALDE AQUIZU Julen,Spain,8 Dec 1982,Handball,38,Male,1.96,6'5'',,,,,Men,3,Bronze
AGUIRRE Eduardo,Mexico,3 Aug 1998,Football,23,Male,1.76,5'9'',,Mexico,MEXICO,,Men,3,Bronze
AGUIRRE Erick,Mexico,23 Feb 1997,Football,24,Male,1.71,5'7'',URUAPAN,Mexico,MEXICO,,Men,3,Bronze
AGUIRRE Unai,Spain,14 Jul 2002,Water Polo,19,Male,1.92,6'3'',,,,,Men,4,NA
AGUNDEZ GARCIA Gabriela,Mexico,4 Aug 2000,Diving,21,Female,1.56,5'1'',LA PAZ,Mexico,GUADALAJARA,Mexico,Women's 10m Platform,4,NA
AGUNDEZ GARCIA Gabriela,Mexico,4 Aug 2000,Diving,21,Female,1.56,5'1'',LA PAZ,Mexico,GUADALAJARA,Mexico,Women's Synchronised 10m Platform,3,Bronze
AH TONG Marion Faustino,Samoa,1 Apr 2000,Boxing,21,Male,NA,NA,,,,,Men's Welter (63-69kg),17,NA
AHMAD Muhammad Isa,Brunei Darussalam,23 Feb 1998,Swimming,23,Male,NA,NA,,Singapore,BANDAR SERI BEGAWAN,Brunei Darussalam,Men's 100m Breaststroke,,NA
AHMED Aiman,Saudi Arabia,14 May 2001,Football,20,Male,1.64,5'4'',,Saudi Arabia,,,Men,15,NA
AHMED ALI YUSUF Abdulla Essa,Bahrain,20 Nov 2002,Swimming,18,Male,NA,NA,,,,,Men's 100m Butterfly,,NA
AHMED Enas,Egypt,1 Jan 1989,Wrestling,32,Female,NA,NA,ALEXANDRIA,Egypt,,,Women's Freestyle 68kg,14,NA
AHMED Junayna,Bangladesh,30 Jun 2003,Swimming,18,Female,NA,NA,LONDON,Great Britain,LONDON,Great Britain,Women's 50m Freestyle,,NA
AHMED Mohamed,Bahrain,20 Jul 1993,Handball,28,Male,1.85,6'0'',,Bahrain,,,Men,8,NA
AHMED Mohammed,Canada,5 Jan 1991,Athletics,30,Male,NA,NA,MOGADISHU,Somalia,"PORTLAND, OR",United States of America,Men's 5000m,2,Silver
AHMED Mohammed,Canada,5 Jan 1991,Athletics,30,Male,NA,NA,MOGADISHU,Somalia,"PORTLAND, OR",United States of America,"Men's 10,000m",6,NA
AHMED Samaa,Egypt,22 Jul 1998,Canoe Sprint,23,Female,NA,NA,,,,,Women's Kayak Single 200m,32,NA
AHMED Samaa,Egypt,22 Jul 1998,Canoe Sprint,23,Female,NA,NA,,,,,Women's Kayak Single 500m,40,NA
AHN Joonsoo,Republic of Korea,28 Jan 1998,Football,23,Male,1.88,6'2'',UIJEONGBU,Republic of Korea,BUSAN,Republic of Korea,Men,5,NA
AHOUANWANOU Odile,Benin,5 Jan 1991,Athletics,30,Female,NA,NA,,Benin,SOTTEVILLE-LES-ROUEN,France,Women's Heptathlon,15,NA
AHOURE Murielle,Côte d'Ivoire,23 Aug 1987,Athletics,33,Female,NA,NA,ABIDJAN,Côte d'Ivoire,OSLO,Norway,Women's 100m,,NA
AHSINGER Nicole,United States of America,12 May 1998,Trampoline Gymnastics,23,Female,1.63,5'4'',"SAN DIEGO, CA",United States of America,"LAFAYETTE, LA",United States of America,Women,6,NA
AHYE Michelle-Lee,Trinidad and Tobago,10 Apr 1992,Athletics,29,Female,NA,NA,PORT OF SPAIN,Trinidad and Tobago,,,Women's 100m,,NA
AHYE Michelle-Lee,Trinidad and Tobago,10 Apr 1992,Athletics,29,Female,NA,NA,PORT OF SPAIN,Trinidad and Tobago,,,Women's 4 x 100m Relay,,NA
AI Yanhan,People's Republic of China,7 Feb 2002,Swimming,19,Female,NA,NA,WUHAN,People's Republic of China,HUBEI,People's Republic of China,Women's 4 x 100m Freestyle Relay,7,NA
AICARDI Matteo,Italy,19 Apr 1986,Water Polo,35,Male,1.92,6'3'',FINALE LIGURE,Italy,ITALY,,Men,7,NA
AIGNER Hannes,Germany,19 Mar 1989,Canoe Slalom,32,Male,NA,NA,AUGSBURG,Germany,AUGSBURG,Germany,Men's Kayak,3,Bronze
AILINCAI Adriana,Romania,11 Apr 1999,Rowing,22,Female,1.85,6'0'',,Romania,SNAGOV,Romania,Women's Pair,9,NA
AIMABLE Steven,Senegal,7 Feb 1999,Swimming,22,Male,NA,NA,,,,,Men's 100m Butterfly,,NA
AINAGULOV Mirambek,Kazakhstan,17 Feb 1994,Wrestling,27,Male,NA,NA,SHALKAR,Kazakhstan,AKTOBE,Kazakhstan,Men's Greco-Roman 60kg,16,NA
AIOANI Marian,Romania,7 Nov 1999,Football,21,Male,1.86,6'1'',BUFTEA,Romania,TARGOVISTE,Romania,Men,11,NA
AISAH Windy Cantika,Indonesia,11 Jun 2002,Weightlifting,19,Female,NA,NA,BANDUNG,Indonesia,BANDUNG,Indonesia,Women's 49kg,3,Bronze
AIT DAOUD Kamel,Algeria,18 May 1985,Rowing,36,Male,NA,NA,,,,,Lightweight Men's Double Sculls,17,NA
AIT OUAGRAM Zied,Morocco,18 Dec 1988,Wrestling,32,Male,NA,NA,TUNIS,Tunisia,EL JADIDA,Morocco,Men's Greco-Roman 77kg,,NA
AIT SAID Samir,France,1 Nov 1989,Artistic Gymnastics,31,Male,1.68,5'6'',CHAMPIGNY-SUR-MARNE,France,ANTIBES,France,Men's Rings,4,NA
AITCHISON Holly,Great Britain,13 Sep 1997,Rugby Sevens,23,Female,1.75,5'8'',SOUTHPORT,Great Britain,,,Women,4,NA
AIZAWA Akira,Japan,18 Jul 1997,Athletics,24,Male,NA,NA,SUKAGAWA,Japan,,,"Men's 10,000m",17,NA
AJOMALE Bolade,Canada,31 Aug 1995,Athletics,25,Male,1.80,5'10'',,,"TORONTO, ON",Canada,Men's 4 x 100m Relay,3,NA
AKAHO Himawari,Japan,28 Aug 1998,Basketball,22,Female,1.85,6'0'',"NANAO",Japan,,,Women,2,Silver
AKGUL Taha,Turkey,22 Nov 1990,Wrestling,30,Male,NA,NA,SIVAS,Turkey,SIVAS,Turkey,Men's Freestyle 125kg,3,Bronze
AKGUN Omer,Turkey,15 Feb 1982,Shooting,39,Male,NA,NA,DIYARBAKIR,Turkey,DIYARBAKIR,Turkey,10m Air Rifle Men,4,NA
AKGUN Omer,Turkey,15 Feb 1982,Shooting,39,Male,NA,NA,DIYARBAKIR,Turkey,DIYARBAKIR,Turkey,50m Rifle 3 Positions Men,36,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's All-Around,,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's Vault,6,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's Uneven Bars,,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's Balance Beam,,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's Floor Exercise,,NA
AKHAIMOVA Liliia,ROC,17 Mar 1997,Artistic Gymnastics,24,Female,1.56,5'1'',VLADIVOSTOK,Russian Federation,ST. PETERSBURG,Russian Federation,Women's Team,1,Gold
AKHMADIEV Ildar,Tajikistan,1 Mar 2000,Athletics,21,Male,NA,NA,HISOR,Tajikistan,HISOR,Tajikistan,Men's 100m,,NA
AKHMETOVA Tatyana,Kazakhstan,17 Oct 1985,Wrestling,35,Female,NA,NA,,Kazakhstan,NUR-SULTAN,Kazakhstan,Women's Freestyle 53kg,12,NA
AKIMENKO Mikhail,ROC,6 Dec 1995,Athletics,25,Male,NA,NA,,,PROKHLADNY,Russian Federation,Men's High Jump,6,NA
AKINRADEWO Foluke,United States of America,5 Oct 1987,Volleyball,33,Female,1.91,6'3'',"LONDON, ON",Canada,,,Women,1,Gold
AKINYI Elizabeth,Kenya,25 Sep 1993,Boxing,27,Female,NA,NA,,,,,Women's Welter (64-69kg),9,NA
AKKUS Mihrac,Turkey,1 Jun 2000,Judo,21,Male,NA,NA,IGDIR,Turkey,,,Men -60 kg,9,NA
AKMAL Nurul,Indonesia,12 Feb 1993,Weightlifting,28,Female,NA,NA,BANDA ACEH,Indonesia,BANDA ACEH,Indonesia,Women's +87kg,5,NA
AKMATALIEV Ernazar,Kyrgyzstan,2 Jul 1998,Wrestling,23,Male,NA,NA,ORTO-NURA,Kyrgyzstan,,,Men's Freestyle 65kg,12,NA
AKMENS Roberts,Latvia,14 Feb 1996,Canoe Sprint,25,Male,1.91,6'3'',TALSI,Latvia,,,Men's Kayak Single 200m,8,NA
AKOZ Simge Sebnem,Turkey,23 Apr 1991,Volleyball,30,Female,1.68,5'6'',SAMSUN,Turkey,,,Women,5,NA
AKTAS Ugur,Turkey,10 Oct 1995,Karate,25,Male,NA,NA,,,,,Men's Kumite +75kg,3,Bronze
AL ADAWI Issa Samir Hamed,Oman,20 Mar 1999,Swimming,22,Male,NA,NA,,Oman,JAPAN,,Men's 100m Freestyle,,NA
AL AHRACH Ali,Morocco,5 Jul 1984,Equestrian,37,Male,NA,NA,TANGER,Morocco,,,Jumping Team,,NA
AL AHRACH Ali,Morocco,5 Jul 1984,Equestrian,37,Male,NA,NA,TANGER,Morocco,,,Jumping Individual,,NA
AL ALAWI Mazoon,Oman,14 Nov 1997,Athletics,23,Female,NA,NA,,,,,Women's 100m,,NA
AL BAWWAB Yazan,Palestine,30 Oct 1999,Swimming,21,Male,NA,NA,,,"OTTAWA, ON",Canada,Men's 100m Freestyle,,NA
AL FAIHAN Abdulrahman,Kuwait,24 Jun 1986,Shooting,35,Male,NA,NA,,Kuwait,,,Trap Men,6,NA
AL HARTHI Barakat,Oman,15 Jun 1988,Athletics,33,Male,NA,NA,IBRA,Oman,IBRA,Oman,Men's 100m,,NA
AL KHAFAJI Mohammed,Iraq,20 Feb 1994,Rowing,27,Male,NA,NA,BAGHDAD,Iraq,,,Men's Single Sculls,22,NA
AL KHATRI Hamed,Oman,24 May 1985,Shooting,36,Male,NA,NA,,Oman,,,50m Rifle 3 Positions Men,35,NA
AL MANWARI Bashair Obaid,Qatar,13 Mar 1997,Athletics,24,Female,NA,NA,,,,,Women's 100m,,NA
AL OBAIDI Aker,Refugee Olympic Team,21 Sep 1999,Wrestling,21,Male,NA,NA,,,AUSTRIA,,Men's Greco-Roman 67kg,8,NA
AL RASHEDI Mansour,Kuwait,4 Dec 1984,Shooting,36,Male,NA,NA,,Kuwait,,,Skeet Men,16,NA
AL RUMAIHI Mohammed,Qatar,3 Mar 1989,Shooting,32,Male,1.87,6'1'',DOHA,Qatar,,,Trap Men,13,NA
AL YAARI Ahmed,Yemen,16 Jan 2000,Athletics,21,Male,NA,NA,,,,,Men's 400m,,NA
AL YASSIN Mazen Moutan,Saudi Arabia,8 Jul 1996,Athletics,25,Male,NA,NA,,,JEDDAH,Saudi Arabia,Men's 400m,,NA
AL-KAABI Fatimah Abbas Waheeb,Iraq,23 Apr 2000,Shooting,21,Female,1.60,5'2'',,,,,10m Air Pistol Women,51,NA
AL-KANJARI Amur Salim Ramadhan,Oman,16 Oct 2000,Weightlifting,20,Male,NA,NA,,,,,Men's 81kg,10,NA
AL-OBAIDLY Abdulaziz,Qatar,28 Sep 2001,Swimming,19,Male,NA,NA,DOHA,Qatar,DOHA,Qatar,Men's 200m Breaststroke,,NA
AL-RAIMI Yasameen,Yemen,26 Nov 1985,Shooting,35,Female,1.68,5'6'',,,,,10m Air Pistol Women,52,NA
AL-SADEQ Julyana,Jordan,9 Dec 1994,Taekwondo,26,Female,NA,NA,,,,,Women -67kg,11,NA
AL-WIR Amro,Jordan,23 Jan 2001,Swimming,20,Male,NA,NA,,,,,Men's 100m Breaststroke,,NA
AL-WIR Amro,Jordan,23 Jan 2001,Swimming,20,Male,NA,NA,,,,,Men's 200m Breaststroke,,NA
AL-YAMANI Mokhtar,Yemen,12 May 1997,Swimming,24,Male,1.80,5'10'',"NEW YORK, NY",United States of America,UNITED STATES OF AMERICA,,Men's 100m Freestyle,,NA
AL-YAMANI Mokhtar,Yemen,12 May 1997,Swimming,24,Male,1.80,5'10'',"NEW YORK, NY",United States of America,UNITED STATES OF AMERICA,,Men's 200m Freestyle,,NA
ALAKHVERDOVI Sakhil,Georgia,9 Jan 1999,Boxing,22,Male,1.60,5'2'',,,TBILISI,Georgia,Men's Fly (48-52kg),17,NA
ALAME Haimro,Israel,8 Jun 1990,Athletics,31,Male,NA,NA,,,,,Men's Marathon,37,NA
ALAMIAN Nima,Islamic Republic of Iran,24 Dec 1992,Table Tennis,28,Male,NA,NA,BABOL,Islamic Republic of Iran,FRANCE,,Men's Singles,49,NA
ALAMRI Abdulelah,Saudi Arabia,15 Jan 1997,Football,24,Male,1.85,6'0'',,Saudi Arabia,,,Men,15,NA
ALARIE Elissa,Canada,31 Jan 1986,Rugby Sevens,35,Female,1.68,5'6'',,,"VICTORIA, BC",Canada,Women,9,NA
ALARZA Fernando,Spain,23 Mar 1991,Triathlon,30,Male,NA,NA,TALAVERA DE LA REINA,Spain,,,Men's Individual,12,NA
ALARZA Fernando,Spain,23 Mar 1991,Triathlon,30,Male,NA,NA,TALAVERA DE LA REINA,Spain,,,Mixed Relay,10,NA
ALBA CASTILLO Rafael Yunier,Cuba,12 Aug 1993,Taekwondo,27,Male,NA,NA,,,SANTIAGO DE CUBA,Cuba,Men +80kg,3,Bronze
ALBARRACIN Matias,Argentina,25 Oct 1979,Equestrian,41,Male,NA,NA,CURITIBA,Brazil,LA PLATA,Argentina,Jumping Team,7,NA
ALBARRACIN Matias,Argentina,25 Oct 1979,Equestrian,41,Male,NA,NA,CURITIBA,Brazil,LA PLATA,Argentina,Jumping Individual,,NA
ALBAWARDI Zaid,Saudi Arabia,26 Jan 1997,Football,24,Male,1.91,6'3'',,,RIYADH,Saudi Arabia,Men,15,NA
ALBAYRAK Vedat,Turkey,4 Jun 1993,Judo,28,Male,NA,NA,TBILISI,Georgia,,,Men -81 kg,17,NA
ALBERS Felice,Netherlands,27 Dec 1999,Hockey,21,Female,NA,NA,,,UITHOORN,Netherlands,Women,1,Gold
ALBERTARRIO Agustina,Argentina,1 Jan 1993,Hockey,28,Female,NA,NA,LOMAS DE ZAMORA,Argentina,,,Women,2,Silver
ALBICY Andrew,France,21 Mar 1990,Basketball,31,Male,1.78,5'10'',SEVRES,France,,,Men,2,Silver
ALBRECHT Samuel,Brazil,2 Sep 1981,Sailing,39,Male,NA,NA,,Brazil,PORTO ALEGRE,Brazil,Mixed Multihull - Nacra 17 Foiling,10,NA
ALBRIKAN Feras,Saudi Arabia,14 May 2000,Football,21,Male,1.81,5'11'',,,,,Men,15,NA
ALBUKHARI Amin,Saudi Arabia,2 May 1997,Football,24,Male,1.94,6'4'',,Saudi Arabia,SAUDI ARABIA,,Men,15,NA
ALDABBAGH Yasmeen,Saudi Arabia,22 Sep 1997,Athletics,23,Female,NA,NA,LONDON,Great Britain,,,Women's 100m,,NA
ALDASS Sanda,Refugee Olympic Team,26 Jun 1990,Judo,31,Female,NA,NA,,Syrian Arab Republic,ALMERE,Netherlands,Women -57 kg,17,NA
ALDASS Sanda,Refugee Olympic Team,26 Jun 1990,Judo,31,Female,NA,NA,,Syrian Arab Republic,ALMERE,Netherlands,Mixed Team,9,NA
ALDAWSARI Khalifah,Saudi Arabia,2 Jan 1999,Football,22,Male,1.77,5'9'',,,,,Men,15,NA
ALDAWSARI Salem,Saudi Arabia,19 Aug 1991,Football,29,Male,1.71,5'7'',JEDDAH,Saudi Arabia,RIYADH,Saudi Arabia,Men,15,NA
ALDERSEY Olympia,Australia,26 Jul 1992,Rowing,29,Female,1.83,6'0'',"ADELAIDE, SA",Australia,,,Women's Eight,5,NA
ALEGRE BIOSCA David,Spain,6 Sep 1984,Hockey,36,Male,1.84,6'0'',TERRASSA,Spain,BARCELONA,Spain,Men,8,NA
ALEKSANDROVA Ekaterina,ROC,15 Nov 1994,Tennis,26,Female,1.76,5'9'',CHELYABINSK,Russian Federation,PRAGUE,Czech Republic,Women's Singles,17,NA
ALEKSANDROVA Kseniia,Uzbekistan,8 Sep 2000,Rhythmic Gymnastics,20,Female,1.71,5'7'',SAMARKAND,Uzbekistan,TASHKENT,Uzbekistan,Group All-Around,,NA
ALEKSANYAN Artur,Armenia,21 Oct 1991,Wrestling,29,Male,NA,NA,GYUMRI,Armenia,GYUMRI,Armenia,Men's Greco-Roman 97kg,2,Silver
ALEKSIC Maja,Serbia,6 Jun 1997,Volleyball,24,Female,1.88,6'2'',UZICE,Serbia,,,Women,3,Bronze
ALEKSIC Milan,Serbia,13 May 1986,Water Polo,35,Male,NA,NA,BELGRADE,Serbia,,,Men,1,Gold
ALEKSIIVA Maryna,Ukraine,29 May 2001,Artistic Swimming,20,Female,1.75,5'8'',,,KHARKIV,Ukraine,Team,3,Bronze
ALEKSIIVA Vladyslava,Ukraine,29 May 2001,Artistic Swimming,20,Female,1.76,5'9'',,,KHARKIV,Ukraine,Team,3,Bronze
ALEMANNO Maria Grazia,Italy,2 Sep 1990,Weightlifting,30,Female,NA,NA,GALATINA,Italy,,,Women's 59kg,11,NA
ALEMU Habitam,Ethiopia,9 Jul 1997,Athletics,24,Female,NA,NA,,Ethiopia,,,Women's 800m,6,NA
ALESSIO Simone,Italy,14 Apr 2000,Taekwondo,21,Male,NA,NA,LIVORNO,Italy,ROME,Italy,Men -80kg,9,NA
ALEXANDER Kayla,Canada,5 Jan 1991,Basketball,30,Female,1.93,6'3'',"TORONTO, ON",Canada,"MILTON, ON",Canada,Women,9,NA
ALEXANDRI Anna-Maria,Austria,15 Sep 1997,Artistic Swimming,23,Female,1.71,5'7'',MAROUSSI,Greece,,,Duet,7,NA
ALEXANDRI Eirini,Austria,15 Sep 1997,Artistic Swimming,23,Female,1.72,5'7'',MAROUSSI,Greece,,,Duet,7,NA
ALEXIUSSON Agnes,Sweden,19 Apr 1996,Boxing,25,Female,NA,NA,,,,,Women's Light (57-60kg),17,NA
ALEXUC CIURARIU Alin,Romania,3 Feb 1990,Wrestling,31,Male,1.93,6'3'',BOTOSANI,Romania,,,Men's Greco-Roman 130kg,12,NA
ALFADHEL Abdulrahman,Kuwait,9 Jul 1994,Rowing,27,Male,NA,NA,,,,,Men's Single Sculls,31,NA
ALFARAJ Salman,Saudi Arabia,1 Aug 1989,Football,32,Male,1.79,5'10'',AL MADINAH,Saudi Arabia,,,Men,15,NA
ALFONSO DOMINGUEZ Loren Berto,Azerbaijan,28 Jul 1995,Boxing,26,Male,NA,NA,,Cuba,QABALA,Azerbaijan,Men's Light Heavy (75-81kg),3,Bronze
ALGHANNAM Khalid,Saudi Arabia,8 Nov 2000,Football,20,Male,1.71,5'7'',,,,,Men,15,NA
ALGOTSSON OSTHOLT Sara,Sweden,8 Dec 1974,Equestrian,46,Female,NA,NA,KRISTVALLA,Sweden,WARENDORF,Germany,Eventing Team,14,NA
ALGOTSSON OSTHOLT Sara,Sweden,8 Dec 1974,Equestrian,46,Female,NA,NA,KRISTVALLA,Sweden,WARENDORF,Germany,Eventing Individual,,NA
ALHAMDDAN Abdullah,Saudi Arabia,13 Sep 1999,Football,21,Male,1.83,6'0'',,Saudi Arabia,,,Men,15,NA
ALHAMMADI Mohamed,United Arab Emirates,2 Aug 1991,Athletics,30,Male,NA,NA,,United Arab Emirates,,,Men's 100m,,NA
ALHASSAN Ali,Saudi Arabia,4 Mar 1997,Football,24,Male,1.82,5'11'',,Saudi Arabia,,,Men,15,NA
ALHASSANE Ismael,Niger,14 Jul 1994,Judo,27,Male,NA,NA,,,FRANCE,,Men -66 kg,17,NA
ALHINDAWI Odai Riyad Adel,Jordan,28 Jul 1991,Boxing,30,Male,NA,NA,IRBID,Jordan,AMMAN,Jordan,Men's Light Heavy (75-81kg),17,NA
ALHUMAYD Mahmoud Mohammed S,Saudi Arabia,5 Sep 1993,Weightlifting,27,Male,NA,NA,,,,,Men's 73kg,12,NA
ALI Ali Merza,Bahrain,7 Jul 1988,Handball,33,Male,1.84,6'0'',,Bahrain,,,Men,8,NA
ALI Hasan,Bahrain,18 Jun 1998,Handball,23,Male,1.79,5'10'',,,,,Men,8,NA
ALI Laila,Egypt,22 Aug 2000,Artistic Swimming,20,Female,NA,NA,,,,,Duet,19,NA
ALI Laila,Egypt,22 Aug 2000,Artistic Swimming,20,Female,NA,NA,,,,,Team,8,NA
ALI Mohamed,Bahrain,17 Apr 1987,Handball,34,Male,1.87,6'1'',,Bahrain,ISA TOWN,Bahrain,Men,8,NA
ALI Mohamed,Bahrain,12 Aug 1989,Handball,31,Male,1.87,6'1'',,Bahrain,,,Men,8,NA
ALI MOHAMED Souhra,Djibouti,23 Nov 1994,Athletics,26,Female,NA,NA,ALI SABIEH,Djibouti,,,Women's 1500m,,NA
ALI Ramla Said Ahmed,Somalia,16 Sep 1989,Boxing,31,Female,NA,NA,MOGADISHU,Somalia,,,Women's Feather (54-57kg),9,NA
ALI Selin,Bulgaria,14 Feb 2002,Shooting,19,Female,1.59,5'2'',AYTOS,Bulgaria,AYTOS,Bulgaria,Trap Women,20,NA
ALI ZADA Masomah,Refugee Olympic Team,11 Mar 1996,Cycling Road,25,Female,NA,NA,,Afghanistan,LILLE,France,Women's Individual Time Trial,25,NA
ALIEV Mourad,France,31 Jul 1995,Boxing,26,Male,NA,NA,MOSCOW,Russian Federation,NICE,France,Men's Super Heavy (+91kg),DQB,NA
ALIKAJ Ahmad,Refugee Olympic Team,5 Jun 1991,Judo,30,Male,NA,NA,ALEPPO,Syrian Arab Republic,HAMBURG,Germany,Men -73 kg,33,NA
ALIKAJ Ahmad,Refugee Olympic Team,5 Jun 1991,Judo,30,Male,NA,NA,ALEPPO,Syrian Arab Republic,HAMBURG,Germany,Mixed Team,9,NA
ALIMURADOVA Laman,Azerbaijan,29 Nov 2004,Rhythmic Gymnastics,16,Female,1.52,4'11'',,Azerbaijan,BAKU,Azerbaijan,Group All-Around,,NA
ALINE,Brazil,15 Apr 1989,Football,32,Female,1.62,5'3'',,,SPAIN,,Women,6,NA
ALIPOV Alexey,ROC,7 Aug 1975,Shooting,46,Male,NA,NA,MOSCOW,Russian Federation,MOSCOW,Russian Federation,Trap Men,8,NA
ALIPOV Alexey,ROC,7 Aug 1975,Shooting,46,Male,NA,NA,MOSCOW,Russian Federation,MOSCOW,Russian Federation,Trap Mixed Team,11,NA
ALIREZA Husein,Saudi Arabia,27 Aug 1993,Rowing,27,Male,1.90,6'2'',LONDON,Great Britain,JEDDAH,Saudi Arabia,Men's Single Sculls,24,NA
ALIYEV Haji,Azerbaijan,21 Apr 1991,Wrestling,30,Male,NA,NA,"NAXCIVAN",Azerbaijan,"NAXCIVAN",Azerbaijan,Men's Freestyle 65kg,2,Silver
ALIYEV Tayfur,Azerbaijan,1 Jan 1997,Boxing,24,Male,NA,NA,,,,,Men's Feather (52-57kg),17,NA
ALIZADEH Dara,Bermuda,27 Aug 1993,Rowing,27,Male,NA,NA,,,,,Men's Single Sculls,18,NA
ALIZADEH ZENOORIN Kimia,Refugee Olympic Team,10 Jul 1998,Taekwondo,23,Female,NA,NA,KARAJ,Islamic Republic of Iran,ASCHAFFENBURG,Germany,Women -57kg,5,NA
ALKANA Antonio,South Africa,12 Apr 1990,Athletics,31,Male,NA,NA,CAPE TOWN,South Africa,CAPE TOWN,South Africa,Men's 110m Hurdles,,NA
ALKASBEH Obada Mohammad Mustafa,Jordan,30 Jul 1994,Boxing,27,Male,NA,NA,AMMAN,Jordan,AMMAN,Jordan,Men's Light (57-63kg),17,NA
ALKHADRAWI Ali,Saudi Arabia,31 May 1997,Table Tennis,24,Male,NA,NA,AL QATIF,Saudi Arabia,RATINGEN,Germany,Men's Singles,49,NA
ALKHULAIF Ayman,Saudi Arabia,22 May 1997,Football,24,Male,1.66,5'5'',,,,,Men,15,NA
ALLEMAND Julie,Belgium,7 Jul 1996,Basketball,25,Female,1.74,5'8'',LIEGE,Belgium,LIEGE,Belgium,Women,7,NA
ALLEN Bec,Australia,6 Nov 1992,Basketball,28,Female,1.88,6'2'',"WANGARATTA, VIC",Australia,,,Women,8,NA
ALLEN Bertram,Ireland,1 Aug 1995,Equestrian,26,Male,NA,NA,WEXFORD,Ireland,HUNXE,Germany,Jumping Team,,NA
ALLEN Bertram,Ireland,1 Aug 1995,Equestrian,26,Male,NA,NA,WEXFORD,Ireland,HUNXE,Germany,Jumping Individual,15,NA
ALLEN Devon,United States of America,12 Dec 1994,Athletics,26,Male,NA,NA,"SEATTLE, WA",United States of America,"PHOENIX, AZ",United States of America,Men's 110m Hurdles,4,NA
ALLEN Nathon,Jamaica,28 Oct 1995,Athletics,25,Male,NA,NA,SAINT ANN,Jamaica,,,Men's 400m,,NA
ALLEN Nathon,Jamaica,28 Oct 1995,Athletics,25,Male,NA,NA,SAINT ANN,Jamaica,,,Men's 4 x 400m Relay,6,NA
ALLEN Nick,United States of America,8 Oct 1998,Baseball/Softball,22,Male,2.03,6'7'',"SAN DIEGO, CA",United States of America,,,Baseball,2,Silver
ALLICOCK Keevin,Guyana,9 Jun 1999,Boxing,22,Male,NA,NA,GEORGETOWN,Guyana,,,Men's Feather (52-57kg),17,NA
ALLIKVEE Martin,Estonia,21 Mar 1995,Swimming,26,Male,NA,NA,TALLINN,Estonia,TALLINN,Estonia,Men's 200m Breaststroke,,NA
ALLMAN Valarie,United States of America,23 Feb 1995,Athletics,26,Female,NA,NA,"NEWARK, DE",United States of America,"AUSTIN, TX",United States of America,Women's Discus Throw,1,Gold
ALMADA Thiago,Argentina,26 Apr 2001,Football,20,Male,1.71,5'7'',,,,,Men,10,NA
